nct_id,overall_count,female,male,<=18years,18-65years,>=65years,mean_age,age_number_analyzed
NCT03138512,3282,936.0,2346.0,,,,,
NCT03138538,54,26.0,28.0,0.0,28.0,26.0,,
NCT03138564,1704,1076.0,628.0,,,,57.839999999999996,55.0
NCT03138577,42,25.0,2.0,0.0,19.0,11.0,,
NCT03138590,40,26.0,14.0,,,,21.3,22.333333333333332
NCT03138603,144,86.0,58.0,0.0,20.0,124.0,,
NCT03138655,178,78.0,100.0,,,,10.562222222222223,34.0
NCT03138733,774,536.0,238.0,,,,56.0,22.333333333333332
NCT03138798,676,676.0,0.0,,,,,
NCT03138876,20,9.0,11.0,,,,60.0,20.0
NCT03138889,324,114.0,210.0,,,,,
NCT03138967,108,22.0,86.0,,,,69.42646666666667,22.333333333333332
NCT03139240,344,344.0,0.0,0.0,344.0,0.0,,
NCT03139279,202,128.0,74.0,0.0,160.0,42.0,56.333333333333336,22.333333333333332
NCT03139318,1,0.0,1.0,1.0,0.0,0.0,,
NCT03139344,178,58.0,120.0,0.0,178.0,0.0,,
NCT03139435,160,116.0,44.0,,,,49.9,22.333333333333332
NCT03139448,272,160.0,112.0,0.0,222.0,50.0,,
NCT03139552,150,118.0,32.0,,,,32.9,21.0
NCT03139578,50,34.0,16.0,,,,30.3,21.0
NCT03139604,878,346.0,532.0,,,,53.800000000000004,22.333333333333332
NCT03139669,45,45.0,0.0,0.0,45.0,0.0,44.8,45.0
NCT03139721,200,68.0,132.0,,,,69.43333333333332,22.333333333333332
NCT03139916,33,17.0,16.0,,,,59.0,21.0
NCT03140176,74,36.0,38.0,,,,53.5,21.0
NCT03140254,145,31.0,114.0,,,,43.0,21.0
NCT03140280,18,6.0,12.0,0.0,6.0,12.0,,
NCT03140423,706646,,,,,,66.0,235548.66666666666
NCT03140488,280,280.0,0.0,0.0,280.0,0.0,28.714,55.0
NCT03140631,300,112.0,188.0,,,,64.0,100.0
NCT03140670,42,24.0,18.0,,,,61.5,21.0
NCT03140722,4,,,0.0,2.0,2.0,,
NCT03140969,22,12.0,10.0,,,,21.599999999999998,22.333333333333332
NCT03141034,40,11.0,29.0,,,,63.0,21.0
NCT03141086,48,8.0,40.0,,,,41.333333333333336,22.333333333333332
NCT03141151,234,126.0,108.0,234.0,0.0,0.0,4.233333333333333,22.333333333333332
NCT03141177,1402,372.0,1030.0,,,,60.75,33.5
NCT03141242,220,132.0,88.0,,,,77.3,22.333333333333332
NCT03141255,40,9.0,21.0,,,,62.9,13.333333333333334
NCT03141281,460,266.0,194.0,,,,71.38000000000001,55.0
NCT03141307,1422,1320.0,102.0,,,,30.113333333333333,22.333333333333332
NCT03141359,61,28.0,33.0,0.0,21.0,40.0,67.0,21.0
NCT03141372,164,164.0,0.0,,,,46.0,22.333333333333332
NCT03141528,480,282.0,198.0,0.0,480.0,0.0,21.0,22.333333333333332
NCT03141788,52,37.0,15.0,,,,34.1,21.0
NCT03141905,630,28.0,602.0,0.0,132.0,498.0,,
NCT03141931,238,162.0,76.0,8.0,182.0,48.0,41.47666666666667,230.33333333333334
NCT03141983,160,68.0,92.0,,,,56.800000000000004,22.333333333333332
NCT03142009,532,280.0,252.0,,,,10.0,22.333333333333332
NCT03142191,270,70.0,200.0,0.0,72.0,198.0,,
NCT03142334,1988,576.0,1412.0,,,,58.43333333333334,22.333333333333332
NCT03142438,57,19.0,38.0,,,,,
NCT03142451,1502,1082.0,420.0,,,,49.26666666666667,22.333333333333332
NCT03142750,48,26.0,22.0,,,,4.0,16.0
NCT03142932,204,118.0,86.0,,,,51.666666666666664,22.333333333333332
NCT03143101,400,188.0,212.0,,,,35.2875,33.5
NCT03143153,1940,346.0,1594.0,,,,62.875,33.5
NCT03143166,36,0.0,36.0,,,,26.3,21.0
NCT03143218,11840,5708.0,6132.0,,,,,
NCT03143257,71,48.0,23.0,,,,23.1,71.0
NCT03143569,40,16.0,24.0,0.0,34.0,6.0,51.9,22.333333333333332
NCT03143816,120,44.0,76.0,0.0,120.0,0.0,41.333333333333336,22.333333333333332
NCT03143829,160,118.0,42.0,,,,69.69333333333333,22.333333333333332
NCT03143855,36,6.0,30.0,,,,47.666666666666664,22.333333333333332
NCT03143894,14,14.0,0.0,0.0,6.0,8.0,67.0,22.333333333333332
NCT03144089,112,42.0,70.0,0.0,68.0,44.0,,
NCT03144180,64,64.0,0.0,0.0,64.0,0.0,,
NCT03144232,144,54.0,90.0,,,,30.233333333333334,22.333333333333332
NCT03144518,206,104.0,102.0,,,,72.95,68.0
NCT03144635,80,48.0,32.0,,,,77.0,21.0
NCT03144674,220,106.0,114.0,,,,70.64,55.0
NCT03144687,46,26.0,20.0,,,,70.86666666666666,22.333333333333332
NCT03144804,32,14.0,18.0,0.0,24.0,8.0,59.0,21.0
NCT03145064,41,16.0,25.0,,,,57.2,21.0
NCT03145207,14,6.0,8.0,0.0,14.0,0.0,30.14,21.0
NCT03145259,12,4.0,8.0,0.0,12.0,0.0,36.0,21.0
NCT03145480,6,2.0,1.0,,,,,
NCT03145766,640,316.0,324.0,,,,41.166666666666664,47.333333333333336
NCT03145818,252,0.0,0.0,,,,70.93333333333334,71.33333333333333
NCT03146403,66,46.0,20.0,,,,40.06666666666667,22.333333333333332
NCT03146585,80,30.0,50.0,0.0,80.0,0.0,54.25,20.0
NCT03146650,24,12.0,12.0,0.0,18.0,6.0,,
NCT03146741,10,2.0,8.0,,,,52.5,21.0
NCT03146806,10,4.0,6.0,,,,49.5,21.0
NCT03146845,80,24.0,56.0,,,,57.0,26.666666666666668
NCT03146962,122,62.0,60.0,,,,60.92454545454545,34.27272727272727
NCT03147248,782,614.0,168.0,2.0,672.0,108.0,50.714285714285715,41.42857142857143
NCT03147287,440,,,,,,56.325,33.5
NCT03147495,160,80.0,80.0,,,,62.59,22.333333333333332
NCT03147690,74,21.0,53.0,74.0,0.0,0.0,13.3,21.0
NCT03148067,221,48.0,173.0,,,,36.5,221.0
NCT03148236,40,14.0,26.0,0.0,24.0,16.0,62.833333333333336,22.333333333333332
NCT03148262,118,102.0,16.0,,,,56.666666666666664,22.333333333333332
NCT03148275,44,27.0,17.0,,,,54.0,21.0
NCT03148379,64,28.0,36.0,,,,66.23666666666666,21.333333333333332
NCT03148470,82,62.0,20.0,,,,22.433333333333334,27.333333333333332
NCT03148496,214,96.0,118.0,0.0,184.0,30.0,,
NCT03148613,140,64.0,76.0,0.0,138.0,2.0,,
NCT03148691,506,314.0,192.0,0.0,130.0,376.0,69.4,33.5
NCT03148756,4,0.0,0.0,0.0,0.0,0.0,,
NCT03148795,127,0.0,127.0,,,,68.16,21.0
NCT03148899,64,21.0,27.0,0.0,48.0,0.0,42.8,24.0
NCT03149003,442,170.0,272.0,0.0,306.0,136.0,,
NCT03149029,28,6.0,22.0,,,,58.6,22.5
NCT03149042,52,20.0,32.0,0.0,22.0,30.0,64.7,21.0
NCT03149055,95,31.0,64.0,,,,57.0,21.0
NCT03149172,42,16.0,26.0,0.0,32.0,10.0,56.425,33.5
NCT03149237,4302,2154.0,2148.0,,,,26.3,22.333333333333332
NCT03149315,6,3.0,3.0,0.0,6.0,0.0,32.8,21.0
NCT03149328,1086,370.0,712.0,,,,56.03333333333333,360.6666666666667
NCT03149445,36,20.0,16.0,18.0,18.0,0.0,,
NCT03149549,198,156.0,42.0,,,,58.392857142857146,27.214285714285715
NCT03149757,416,100.0,316.0,,,,21.146666666666665,22.333333333333332
NCT03149770,60,26.0,34.0,0.0,60.0,0.0,,
NCT03149809,154,24.0,130.0,,,,71.2,22.333333333333332
NCT03149822,90,24.0,66.0,0.0,54.0,36.0,56.425000000000004,33.5
NCT03149848,15,0.0,15.0,,,,43.7,21.0
NCT03149887,108,39.0,42.0,,,,57.26666666666667,36.0
NCT03149991,102,52.0,50.0,,,,42.699999999999996,22.333333333333332
NCT03150043,65,65.0,0.0,,,,26.9,21.0
NCT03150056,146,0.0,146.0,,,,70.61428571428571,41.42857142857143
NCT03150082,26,17.0,9.0,,,,23.5,21.0
NCT03150095,120,48.0,72.0,,,,55.95666666666667,22.333333333333332
NCT03150108,48,8.0,40.0,,,,40.8,22.333333333333332
NCT03150160,2,0.0,2.0,0.0,0.0,2.0,,
NCT03150173,194,,,,,,41.96666666666667,22.333333333333332
NCT03150199,120,62.0,58.0,0.0,120.0,0.0,64.39999999999999,22.333333333333332
NCT03150329,104,34.0,70.0,,,,44.0,22.333333333333332
NCT03150407,144,144.0,0.0,,,,59.23333333333333,22.333333333333332
NCT03150485,23,20.0,3.0,,,,55.7,21.0
NCT03150589,1410,806.0,604.0,,,,74.10000000000001,22.333333333333332
NCT03150719,194,122.0,72.0,,,,33.8,22.333333333333332
NCT03150758,6,0.0,6.0,,,,,
NCT03150797,144,98.0,46.0,144.0,0.0,0.0,14.86,55.0
NCT03150810,278,128.0,150.0,,,,60.800000000000004,27.214285714285715
NCT03150862,232,78.0,154.0,,,,57.05555555555556,34.0
NCT03150875,560,44.0,516.0,,,,60.06666666666666,22.333333333333332
NCT03151005,120,90.0,0.0,20.0,100.0,0.0,24.08,40.0
NCT03151057,32,12.0,20.0,0.0,20.0,12.0,57.65,22.333333333333332
NCT03151083,154,22.0,132.0,,,,,
NCT03151148,108,58.0,50.0,4.0,104.0,0.0,28.133333333333336,22.333333333333332
NCT03151226,3,3.0,0.0,0.0,3.0,0.0,,
NCT03151265,80,54.0,26.0,0.0,60.0,0.0,,
NCT03151304,64,43.0,21.0,,,,67.8,21.0
NCT03151395,197,10.0,187.0,,,,68.5,21.0
NCT03151408,812,348.0,464.0,0.0,24.0,788.0,75.26666666666667,22.333333333333332
NCT03151434,240,120.0,120.0,,,,62.125,33.5
NCT03151499,15,0.0,15.0,,,,38.7,230.0
NCT03151551,1132,508.0,624.0,,,,47.9,22.333333333333332
NCT03151616,489952,259814.0,230138.0,,,,74.25,33.5
NCT03151707,11,4.0,7.0,,,,37.4,11.0
NCT03151746,40,12.0,28.0,,,,49.0,22.333333333333332
NCT03151811,990,432.0,558.0,0.0,362.0,628.0,68.0,22.333333333333332
NCT03151967,54,54.0,0.0,0.0,54.0,0.0,,
NCT03151993,672,436.0,236.0,0.0,328.0,344.0,64.5,224.0
NCT03152019,100,46.0,54.0,0.0,98.0,2.0,,
NCT03152084,48,16.0,32.0,,,,,
NCT03152110,10,3.0,7.0,1.0,9.0,0.0,39.4,21.0
NCT03152136,124,68.0,56.0,,,,66.75,33.5
NCT03152409,22,18.0,4.0,0.0,22.0,0.0,,
NCT03152526,2,1.0,0.0,,,,,
NCT03152552,248,70.0,178.0,,,,68.0,47.333333333333336
NCT03152591,58,,,,,,27.600000000000005,22.333333333333332
NCT03152786,92,0.0,92.0,0.0,34.0,58.0,66.48,22.333333333333332
NCT03152929,178,178.0,0.0,,,,64.68,22.333333333333332
NCT03153111,284,174.0,110.0,,,,73.56666666666666,22.333333333333332
NCT03153137,274,96.0,178.0,,,,23.866666666666664,22.333333333333332
NCT03153410,9,5.0,4.0,0.0,5.0,4.0,,
NCT03153956,154,108.0,46.0,,,,61.333333333333336,51.333333333333336
NCT03153982,16,8.0,8.0,,,,,
NCT03154047,80,30.0,50.0,0.0,36.0,44.0,64.5,21.0
NCT03154086,136,4.0,124.0,,,,32.59375,29.4375
NCT03154190,256,,,,,,68.0,22.333333333333332
NCT03154281,28,28.0,0.0,0.0,14.0,14.0,64.66666666666667,9.333333333333334
NCT03154294,38,32.0,0.0,0.0,20.0,15.0,64.46666666666667,6.333333333333333
NCT03154307,2,0.0,2.0,0.0,2.0,0.0,,
NCT03154333,108,60.0,48.0,,,,,
NCT03154359,42,6.0,36.0,,,,10.62,21.0
NCT03154476,40,9.0,21.0,,,,28.666666666666668,13.333333333333334
NCT03154658,128,96.0,0.0,,,,53.333333333333336,42.666666666666664
NCT03154710,80,38.0,42.0,,,,65.0,26.666666666666668
NCT03154827,1,1.0,0.0,0.0,0.0,1.0,,
NCT03154944,76,14.0,62.0,,,,68.05,19.0
NCT03155178,552,384.0,168.0,0.0,496.0,56.0,,
NCT03155269,228,228.0,0.0,,,,34.6,230.33333333333334
NCT03155373,43,15.0,28.0,,,,61.2,43.0
NCT03155425,75,31.0,44.0,,,,34.0,21.0
NCT03155724,53,11.0,42.0,,,,69.3,53.0
NCT03155841,1200,0.0,1200.0,,,,,
NCT03155932,2,,,0.0,2.0,0.0,,
NCT03155945,28,16.0,12.0,,,,36.0,22.333333333333332
NCT03155997,11274,11202.0,72.0,,,,52.13333333333333,22.333333333333332
NCT03156023,68,56.0,12.0,,,,59.35,47.333333333333336
NCT03156270,18,6.0,12.0,,,,46.4,230.0
NCT03156465,11,7.0,4.0,11.0,0.0,0.0,,
NCT03156504,75,46.0,29.0,,,,44.27,21.0
NCT03156543,64,16.0,48.0,,,,63.57,21.333333333333332
NCT03156621,138,70.0,68.0,,,,43.699999999999996,22.333333333333332
NCT03156660,610,414.0,196.0,,,,54.25,33.5
NCT03157037,15,6.0,9.0,,,,61.0,15.0
NCT03157089,48,10.0,38.0,,,,63.06666666666666,22.333333333333332
NCT03157167,30,0.0,30.0,0.0,28.0,2.0,51.0,33.5
NCT03157232,18,6.0,12.0,,,,,
NCT03157531,97,46.0,51.0,,,,70.5,97.0
NCT03157583,8,2.0,6.0,,,,46.4,21.0
NCT03157830,43,33.0,10.0,,,,43.0,21.0
NCT03158012,28,18.0,10.0,6.0,22.0,0.0,27.66,22.333333333333332
NCT03158038,600,342.0,258.0,,,,30.933333333333334,22.333333333333332
NCT03158051,632,,,,,,33.766666666666666,22.333333333333332
NCT03158116,5,4.0,1.0,5.0,0.0,0.0,11.6,21.0
NCT03158129,176,70.0,106.0,0.0,84.0,92.0,66.12,55.0
NCT03158220,2424,2424.0,0.0,,,,28.833333333333332,22.333333333333332
NCT03158272,38,12.0,26.0,,,,65.5,55.0
NCT03158285,1478,702.0,776.0,,,,45.7,33.5
NCT03158298,82,30.0,52.0,0.0,82.0,0.0,,
NCT03158311,2852,1804.0,1048.0,,,,52.55,33.5
NCT03158532,4080,1161.0,1899.0,,,,61.79,1020.0
NCT03158688,932,396.0,536.0,,,,63.53333333333333,310.6666666666667
NCT03158714,3716,1872.0,1844.0,,,,37.29,899.0
NCT03158727,166,58.0,108.0,,,,62.26666666666667,22.333333333333332
NCT03158740,46,38.0,8.0,,,,45.96666666666667,22.333333333333332
NCT03158805,120,96.0,24.0,0.0,120.0,0.0,42.63333333333333,22.333333333333332
NCT03158948,98,38.0,60.0,,,,,
NCT03159091,476,100.0,376.0,,,,64.33333333333333,158.66666666666666
NCT03159104,474,190.0,284.0,474.0,0.0,0.0,8.566666666666666,158.0
NCT03159143,22,9.0,13.0,,,,66.4,21.0
NCT03159195,1304,1304.0,0.0,,,,63.93333333333334,22.333333333333332
NCT03159260,114,78.0,36.0,,,,49.76666666666667,38.0
NCT03159299,94,62.0,32.0,,,,55.36666666666667,22.333333333333332
NCT03159455,96,0.0,96.0,,,,29.685714285714287,41.42857142857143
NCT03159468,418,0.0,418.0,,,,24.761428571428574,41.42857142857143
NCT03159611,364,166.0,198.0,,,,5.233333333333333,121.33333333333333
NCT03159624,94,60.0,34.0,0.0,78.0,16.0,,
NCT03159754,80,24.0,56.0,,,,,
NCT03160027,40,22.0,18.0,,,,72.28,55.0
NCT03160170,40,12.0,28.0,,,,68.2,13.333333333333334
NCT03160287,24,17.0,7.0,,,,71.0,21.0
NCT03160521,780,266.0,514.0,,,,41.725,33.5
NCT03160560,200,104.0,88.0,0.0,125.0,0.0,42.52,38.4
NCT03160573,198,132.0,66.0,0.0,198.0,0.0,,
NCT03160703,440,318.0,122.0,,,,47.68,55.0
NCT03160716,60,52.0,8.0,,,,52.3,21.0
NCT03160859,560,24.0,536.0,0.0,560.0,0.0,,
NCT03160885,1588,642.0,946.0,,,,36.333333333333336,529.3333333333334
NCT03160898,914,360.0,554.0,,,,58.660000000000004,55.0
NCT03161028,230,126.0,104.0,,,,59.1,22.333333333333332
NCT03161093,6614,4956.0,1658.0,,,,,
NCT03161158,74,16.0,58.0,,,,72.86666666666667,22.333333333333332
NCT03161327,206,159.0,91.0,0.0,125.0,81.0,65.2,62.5
NCT03161379,31,14.0,17.0,,,,62.0,21.0
NCT03161405,12,0.0,12.0,,,,32.3,21.0
NCT03161483,578,558.0,20.0,,,,,
NCT03161678,178,90.0,88.0,,,,48.8,33.5
NCT03161938,128,102.0,26.0,,,,28.666666666666668,42.666666666666664
NCT03161964,4,4.0,0.0,0.0,4.0,0.0,,
NCT03162055,2208,604.0,1604.0,,,,64.06666666666666,22.333333333333332
NCT03162224,70,2.0,68.0,,,,60.575,33.5
NCT03162328,84,49.0,35.0,0.0,84.0,0.0,32.7,21.0
NCT03162354,840,310.0,530.0,,,,8.233333333333333,230.33333333333334
NCT03162458,284,136.0,148.0,,,,1.8666666666666665,22.333333333333332
NCT03162614,308,114.0,194.0,,,,32.285714285714285,41.42857142857143
NCT03162783,102,68.0,34.0,0.0,36.0,66.0,,
NCT03162796,762,372.0,390.0,,,,48.425,33.5
NCT03163017,30,11.0,19.0,,,,39.0,21.0
NCT03163134,340,210.0,130.0,,,,51.666666666666664,22.333333333333332
NCT03163264,602,142.0,460.0,,,,50.699999999999996,187.33333333333334
NCT03163303,358,,,,,,22.100000000000005,22.333333333333332
NCT03163342,20,10.0,10.0,0.0,20.0,0.0,34.2,21.0
NCT03163446,242,78.0,164.0,0.0,172.0,70.0,55.833333333333336,22.333333333333332
NCT03163472,60,26.0,34.0,,,,49.43333333333334,22.333333333333332
NCT03163511,98,46.0,52.0,0.0,98.0,0.0,42.36666666666667,22.333333333333332
NCT03163667,138,24.0,114.0,,,,64.16666666666667,22.333333333333332
NCT03163758,84,24.0,60.0,,,,58.53333333333333,22.333333333333332
NCT03163992,60,12.0,48.0,0.0,28.0,32.0,60.0,21.0
NCT03164356,136,22.0,114.0,0.0,114.0,22.0,,
NCT03164538,140,48.0,57.0,0.0,78.0,62.0,63.73333333333333,46.666666666666664
NCT03164551,816,816.0,0.0,,,,33.25,272.0
NCT03164564,6448,6448.0,0.0,,,,25.0,22.333333333333332
NCT03164616,2026,486.0,1540.0,,,,63.075,33.5
NCT03164629,100,0.0,75.0,0.0,52.0,48.0,,
NCT03164668,74,30.0,44.0,,,,47.4,55.0
NCT03164772,114,68.0,46.0,,,,64.7,22.333333333333332
NCT03164928,48,20.0,28.0,,,,13.333333333333334,16.0
NCT03164980,170,170.0,0.0,,,,62.56666666666666,56.666666666666664
NCT03165045,1322,562.0,760.0,,,,65.63,1322.0
NCT03165058,64,36.0,28.0,0.0,48.0,16.0,,
NCT03165110,46,26.0,20.0,,,,50.0,21.0
NCT03165175,160,60.0,100.0,0.0,160.0,0.0,,
NCT03165526,131,61.0,70.0,,,,67.5,65.5
NCT03165617,9028,4376.0,4652.0,,,,8.799999999999999,22.333333333333332
NCT03165721,18,12.0,6.0,0.0,18.0,0.0,33.269999999999996,33.5
NCT03165786,20,12.0,8.0,0.0,20.0,0.0,,
NCT03165916,230,76.0,154.0,0.0,142.0,88.0,,
NCT03165955,28,28.0,0.0,,,,56.6,21.0
NCT03165981,412,206.0,206.0,,,,14.533333333333333,22.333333333333332
NCT03165994,33,7.0,26.0,,,,64.5,21.0
NCT03166124,160,60.0,100.0,,,,50.1,22.333333333333332
NCT03166215,36,8.0,28.0,,,,28.766666666666666,22.333333333333332
NCT03166631,124,74.0,50.0,,,,64.91833333333334,31.5
NCT03166735,226,116.0,110.0,,,,51.23333333333333,37.666666666666664
NCT03166761,46,28.0,18.0,,,,58.03333333333333,22.333333333333332
NCT03167073,338,338.0,0.0,38.0,300.0,0.0,22.166666666666668,22.333333333333332
NCT03167099,106,94.0,12.0,0.0,20.0,86.0,,
NCT03167151,12,2.0,10.0,,,,73.25,33.5
NCT03167242,1048,492.0,536.0,,,,16.06923076923077,29.923076923076923
NCT03167255,32,0.0,32.0,,,,7.8999999999999995,22.333333333333332
NCT03167359,74,74.0,0.0,0.0,55.0,19.0,,
NCT03167411,40,20.0,20.0,,,,39.06666666666667,22.333333333333332
NCT03167541,18,7.0,11.0,0.0,18.0,0.0,33.6,21.0
NCT03167606,1520,0.0,1520.0,,,,16.216666666666665,22.333333333333332
NCT03167619,90,90.0,0.0,,,,50.96666666666667,22.333333333333332
NCT03167723,218,64.0,154.0,,,,48.46666666666667,72.66666666666667
NCT03167879,778,390.0,388.0,,,,35.85,33.5
NCT03168022,43,22.0,21.0,0.0,43.0,0.0,,
NCT03168295,68,34.0,34.0,,,,,
NCT03168308,184,96.0,88.0,0.0,184.0,0.0,51.36666666666667,22.333333333333332
NCT03168321,1626,1102.0,524.0,,,,20.599999999999998,22.333333333333332
NCT03168334,1602,1026.0,576.0,,,,20.3,22.333333333333332
NCT03168425,380,344.0,0.0,,,,30.066666666666663,114.66666666666667
NCT03168438,12,0.0,12.0,,,,65.16666666666667,22.333333333333332
NCT03168464,15,8.0,7.0,,,,65.31,21.0
NCT03168529,38,10.0,28.0,0.0,30.0,8.0,61.366666666666674,22.333333333333332
NCT03168542,21,18.0,3.0,,,,57.0,21.0
NCT03168555,22,10.0,12.0,,,,54.0,21.0
NCT03168672,156,80.0,76.0,,,,66.0,156.0
NCT03168711,46,28.0,18.0,0.0,40.0,6.0,58.333333333333336,22.333333333333332
NCT03168841,40,17.0,23.0,,,,58.15,21.0
NCT03168867,298,172.0,126.0,,,,13.4,22.333333333333332
NCT03168906,24,8.0,16.0,0.0,18.0,6.0,57.333333333333336,22.333333333333332
NCT03168919,5,1.0,4.0,0.0,3.0,2.0,62.8,21.0
NCT03169062,10,4.0,6.0,0.0,1.0,9.0,76.0,21.0
NCT03169101,548,218.0,330.0,0.0,508.0,40.0,51.96666666666667,22.333333333333332
NCT03169153,81,60.0,21.0,,,,32.3,81.0
NCT03169244,80,56.0,24.0,,,,25.333333333333332,26.666666666666668
NCT03169361,742,391.0,351.0,,,,70.6,742.0
NCT03169530,64,28.0,36.0,0.0,16.0,48.0,70.93333333333334,22.333333333333332
NCT03169816,98,22.0,76.0,,,,37.43333333333333,22.333333333333332
NCT03169881,1300,,,,,,26.2,22.333333333333332
NCT03169894,16,10.0,6.0,,,,35.9,5.333333333333333
NCT03169972,270,2.0,268.0,,,,,
NCT03170154,350,213.0,137.0,,,,69.7,21.0
NCT03170193,96,4.0,92.0,,,,36.125,37.0
NCT03170219,22,18.0,4.0,,,,62.5,22.333333333333332
NCT03170232,108,36.0,72.0,,,,66.06666666666666,22.333333333333332
NCT03170258,46,34.0,12.0,,,,29.5,21.0
NCT03170271,1312,798.0,514.0,,,,52.86666666666667,230.33333333333334
NCT03170349,124,55.0,69.0,,,,74.9,124.0
NCT03170362,3888,982.0,2906.0,,,,47.666666666666664,22.333333333333332
NCT03170388,1480,906.0,574.0,,,,17.0,47.333333333333336
NCT03170401,1000,228.0,772.0,,,,47.0,22.333333333333332
NCT03170518,342,234.0,108.0,,,,14.35,33.5
NCT03170544,138,18.0,118.0,,,,39.23076923076923,29.923076923076923
NCT03170609,728,512.0,216.0,,,,32.6875,37.0
NCT03170648,26,26.0,0.0,,,,46.5,21.0
NCT03170661,196,114.0,82.0,,,,54.0,22.333333333333332
NCT03170856,82,42.0,40.0,50.0,32.0,0.0,16.933333333333334,22.333333333333332
NCT03170869,11,2.0,9.0,0.0,9.0,2.0,60.27,21.0
NCT03170882,244,122.0,122.0,,,,69.23333333333333,22.333333333333332
NCT03171051,10,9.0,1.0,0.0,10.0,0.0,,
NCT03171168,108,90.0,18.0,0.0,72.0,36.0,60.69333333333333,22.333333333333332
NCT03171415,66,0.0,66.0,0.0,66.0,0.0,39.416666666666664,47.333333333333336
NCT03171480,352,352.0,0.0,0.0,352.0,0.0,27.666666666666668,117.33333333333333
NCT03172026,4,2.0,2.0,0.0,2.0,2.0,,
NCT03172130,36,22.0,14.0,0.0,21.0,6.0,57.43333333333334,12.0
NCT03172325,272,236.0,36.0,0.0,244.0,28.0,47.94,90.66666666666667
NCT03172364,226,226.0,0.0,,,,46.4,22.333333333333332
NCT03172481,294,102.0,192.0,,,,,
NCT03172494,1440,,,,,,54.75,33.5
NCT03172520,10,2.0,8.0,,,,59.67,10.0
NCT03172702,150,38.0,112.0,,,,71.5,21.0
NCT03172780,2440,1672.0,768.0,,,,53.425,345.5
NCT03172884,60,18.0,42.0,,,,60.08,55.0
NCT03173170,10,1.0,9.0,,,,34.7,21.0
NCT03173248,292,132.0,160.0,,,,74.83333333333333,22.333333333333332
NCT03173313,222,58.0,164.0,0.0,144.0,78.0,59.666666666666664,22.333333333333332
NCT03173456,1194,530.0,664.0,,,,37.4,47.333333333333336
NCT03173534,698,270.0,428.0,0.0,0.0,698.0,81.13333333333333,22.333333333333332
NCT03173547,160,62.0,98.0,,,,53.1,22.333333333333332
NCT03173560,686,162.0,524.0,,,,61.0,22.333333333333332
NCT03174132,70,60.0,10.0,0.0,64.0,6.0,50.2,21.0
NCT03174158,306,174.0,132.0,,,,53.0,55.0
NCT03174184,224,64.0,160.0,,,,36.857142857142854,41.42857142857143
NCT03174275,39,11.0,28.0,0.0,27.0,12.0,,
NCT03174353,98,35.0,63.0,0.0,43.0,55.0,64.0,21.0
NCT03174366,7,4.0,3.0,0.0,6.0,1.0,50.0,21.0
NCT03174431,100,75.0,0.0,0.0,75.0,0.0,44.0,33.333333333333336
NCT03174782,80,22.0,58.0,,,,59.333333333333336,22.333333333333332
NCT03174925,55,43.0,12.0,0.0,38.0,17.0,56.6,230.0
NCT03175029,120,44.0,76.0,,,,72.28333333333333,40.0
NCT03175120,906,358.0,548.0,,,,54.833333333333336,230.33333333333334
NCT03175172,10,5.0,5.0,0.0,4.0,6.0,64.7,21.0
NCT03175198,5436,1624.0,3812.0,,,,69.8,5436.0
NCT03175367,532,318.0,214.0,,,,,
NCT03175536,24476,13648.0,10828.0,,,,,
NCT03175549,102,48.0,54.0,,,,41.19333333333333,22.333333333333332
NCT03175562,240,196.0,44.0,,,,41.2,21.0
NCT03175679,20,2.0,18.0,0.0,20.0,0.0,51.5,55.0
NCT03175731,212,64.0,148.0,,,,53.86666666666667,70.66666666666667
NCT03175978,2,0.0,2.0,0.0,0.0,2.0,,
NCT03176134,200,94.0,106.0,,,,4.585714285714286,41.42857142857143
NCT03176238,470,,,,,,59.333333333333336,22.333333333333332
NCT03176277,84,44.0,40.0,,,,65.1,16.8
NCT03176316,53,25.0,28.0,,,,65.91,23.0
NCT03176407,27,10.0,17.0,0.0,8.0,19.0,66.0,21.0
NCT03176459,372,372.0,0.0,,,,33.36666666666667,22.333333333333332
NCT03176472,564,338.0,226.0,,,,60.199999999999996,22.333333333333332
NCT03176693,78,52.0,26.0,,,,54.0,22.333333333333332
NCT03176771,506,252.0,254.0,,,,58.875,33.5
NCT03176784,2502,1350.0,1152.0,,,,49.08,55.0
NCT03176953,200,,,,,,45.26666666666667,230.33333333333334
NCT03176966,60,26.0,34.0,,,,57.800000000000004,22.333333333333332
NCT03177148,329,146.0,134.0,329.0,0.0,0.0,6.93,329.0
NCT03177395,48,26.0,22.0,0.0,46.0,2.0,35.02,55.0
NCT03177512,122,0.0,122.0,,,,20.36,22.333333333333332
NCT03177603,46,30.0,16.0,,,,47.8,278.0
NCT03177798,22,6.0,16.0,,,,44.74333333333333,22.333333333333332
NCT03178045,2626,3762.0,1486.0,,,,54.0,22.333333333333332
NCT03178201,5,5.0,0.0,0.0,1.0,4.0,,
NCT03178266,82,50.0,32.0,,,,66.0,22.333333333333332
NCT03178344,20,5.0,15.0,0.0,20.0,0.0,,
NCT03178487,374,110.0,264.0,,,,45.36666666666667,124.66666666666667
NCT03178643,492,230.0,262.0,492.0,0.0,0.0,4.6,33.5
NCT03178669,422,164.0,258.0,,,,,
NCT03178773,332,168.0,164.0,,,,49.1,110.66666666666667
