nct_id,overall_count,female,male,<=18years,18-65years,>=65years,mean_age,age_number_analyzed
NCT00360243,2770,2770.0,0.0,,,,,
NCT00360269,76,18.0,58.0,0.0,76.0,0.0,29.899999999999995,22.333333333333332
NCT00360282,27,25.0,2.0,0.0,27.0,0.0,32.0,21.0
NCT00360308,1446,580.0,866.0,,,,,
NCT00360334,468,148.0,320.0,,,,56.5,22.333333333333332
NCT00360360,60,31.0,29.0,,,,50.0,21.0
NCT00360399,688,392.0,296.0,0.0,688.0,0.0,39.975,33.5
NCT00360412,1994,706.0,1288.0,,,,,
NCT00360490,330,330.0,0.0,,,,38.8,22.333333333333332
NCT00360529,1760,1760.0,0.0,,,,35.8,33.5
NCT00360555,3162,3162.0,0.0,0.0,3162.0,0.0,,
NCT00360568,124,36.0,88.0,,,,64.16666666666667,22.333333333333332
NCT00360672,27,13.0,14.0,,,,64.0,21.0
NCT00360685,178,78.0,100.0,0.0,168.0,10.0,,
NCT00360698,212,128.0,84.0,,,,59.93333333333334,22.333333333333332
NCT00360724,130,56.0,74.0,0.0,128.0,2.0,41.56666666666667,22.333333333333332
NCT00360828,10,4.0,6.0,0.0,10.0,0.0,,
NCT00360971,42,2.0,40.0,,,,54.0,22.333333333333332
NCT00361140,144,72.0,72.0,0.0,144.0,0.0,,
NCT00361218,47,25.0,22.0,0.0,46.0,1.0,43.3,21.0
NCT00361231,35,14.0,21.0,0.0,23.0,12.0,60.0,21.0
NCT00361257,214,36.0,178.0,0.0,212.0,2.0,51.0,230.33333333333334
NCT00361270,322,62.0,260.0,0.0,272.0,50.0,,
NCT00361283,108,66.0,42.0,0.0,107.0,1.0,31.6,21.0
NCT00361296,5,1.0,4.0,0.0,3.0,2.0,64.0,21.0
NCT00361335,1286,1034.0,252.0,,,,49.53333333333333,47.333333333333336
NCT00361374,354,210.0,144.0,0.0,314.0,40.0,45.7,33.5
NCT00361439,34,20.0,14.0,,,,39.0,22.333333333333332
NCT00361504,2234,1280.0,954.0,0.0,1610.0,624.0,57.300000000000004,22.333333333333332
NCT00361569,1244,1244.0,0.0,,,,59.379999999999995,55.0
NCT00361595,35,35.0,0.0,0.0,14.0,21.0,68.8,21.0
NCT00361634,14,13.0,1.0,,,,50.6,21.0
NCT00361712,82,82.0,0.0,,,,30.03333333333333,22.333333333333332
NCT00361842,118,56.0,62.0,,,,60.06666666666666,22.333333333333332
NCT00361972,34,20.0,14.0,,,,41.333333333333336,22.333333333333332
NCT00362115,884,436.0,448.0,,,,,
NCT00362128,2072,1093.0,979.0,0.0,1682.0,390.0,53.0,21.0
NCT00362180,76,,,,,,53.0,33.77777777777778
NCT00362232,6068,3948.0,2120.0,,,,64.53333333333335,22.333333333333332
NCT00362297,62,38.0,24.0,,,,40.4,22.333333333333332
NCT00362336,1244,634.0,610.0,1244.0,0.0,0.0,1.0725,33.5
NCT00362375,626,626.0,0.0,,,,31.36666666666667,22.333333333333332
NCT00362401,168,42.0,126.0,0.0,72.0,96.0,63.75,345.5
NCT00362414,15,6.0,9.0,,,,72.0,21.0
NCT00362440,18,0.0,18.0,0.0,18.0,0.0,50.0,22.333333333333332
NCT00362453,80,60.0,20.0,,,,65.33333333333333,22.333333333333332
NCT00362466,6,2.0,4.0,,,,0.6,22.0
NCT00362609,118,36.0,82.0,,,,8.110000000000001,22.333333333333332
NCT00362648,15008,7370.0,7638.0,,,,,
NCT00362817,17,10.0,7.0,,,,52.0,21.0
NCT00362882,162,76.0,86.0,,,,61.0,22.333333333333332
NCT00363038,16,10.0,6.0,,,,26.0,21.0
NCT00363051,320,140.0,180.0,,,,54.35666666666666,22.333333333333332
NCT00363077,300,152.0,148.0,,,,64.43333333333334,22.333333333333332
NCT00363129,378,310.0,68.0,,,,,
NCT00363142,418,84.0,334.0,,,,44.63333333333333,22.333333333333332
NCT00363168,14,4.0,10.0,0.0,2.0,12.0,,
NCT00363246,766,28.0,738.0,0.0,92.0,674.0,,
NCT00363298,48,22.0,26.0,,,,40.05,22.333333333333332
NCT00363311,604,0.0,604.0,,,,65.03333333333333,22.333333333333332
NCT00363415,1816,506.0,1310.0,,,,,
NCT00363467,3,1.0,2.0,,,,64.0,21.0
NCT00363480,221,142.0,79.0,,,,49.5,21.0
NCT00363545,2548,1220.0,1328.0,,,,8.6,22.333333333333332
NCT00363649,68,40.0,28.0,0.0,68.0,0.0,41.166666666666664,22.333333333333332
NCT00363675,3,0.0,3.0,3.0,0.0,0.0,,
NCT00363766,104,26.0,78.0,,,,60.333333333333336,22.333333333333332
NCT00363779,5,0.0,5.0,0.0,2.0,3.0,67.7,21.0
NCT00363805,356,178.0,178.0,0.0,170.0,186.0,64.85,33.5
NCT00363883,14,2.0,12.0,,,,65.0,21.0
NCT00363896,1686,360.0,1326.0,0.0,1024.0,662.0,62.300000000000004,22.333333333333332
NCT00364013,2366,878.0,1488.0,,,,60.9,22.333333333333332
NCT00364130,276,132.0,144.0,252.0,24.0,0.0,14.314223333333333,22.333333333333332
NCT00364156,1136,508.0,628.0,0.0,1134.0,2.0,44.833333333333336,22.333333333333332
NCT00364182,100,0.0,100.0,,,,25.95,33.5
NCT00364286,17,4.0,13.0,,,,67.0,21.0
NCT00364351,2480,932.0,1548.0,,,,60.333333333333336,22.333333333333332
NCT00364377,44,36.0,8.0,,,,54.666666666666664,22.333333333333332
NCT00364533,730,394.0,336.0,,,,62.71666666666667,47.333333333333336
NCT00364611,146,146.0,0.0,,,,54.73333333333333,22.333333333333332
NCT00364793,74,26.0,48.0,,,,1.623,55.0
NCT00364819,6,6.0,0.0,0.0,6.0,0.0,,
NCT00364832,274,104.0,170.0,,,,64.02,37.1
NCT00364845,102,44.0,58.0,,,,80.06666666666666,22.333333333333332
NCT00364858,190,94.0,96.0,,,,46.46666666666666,22.333333333333332
NCT00364923,111,35.0,76.0,0.0,71.0,40.0,57.7,21.0
NCT00364949,140,140.0,0.0,0.0,140.0,0.0,,
NCT00365053,13,5.0,8.0,,,,73.0,21.0
NCT00365105,496,190.0,306.0,,,,68.0,22.333333333333332
NCT00365144,36,16.0,20.0,,,,60.0,21.0
NCT00365209,43,,,,,,54.650000000000006,21.0
NCT00365261,90,44.0,46.0,0.0,86.0,4.0,45.76,230.33333333333334
NCT00365274,6,3.0,3.0,,,,36.0,21.0
NCT00365300,212,76.0,136.0,,,,5.093333333333334,22.333333333333332
NCT00365352,642,376.0,266.0,,,,48.95,345.5
NCT00365365,424,424.0,0.0,,,,53.0,33.5
NCT00365378,4818,4818.0,0.0,,,,20.066666666666666,22.333333333333332
NCT00365391,27,7.0,20.0,,,,60.0,21.0
NCT00365417,45,45.0,0.0,,,,51.8,21.0
NCT00365508,1284,730.0,554.0,,,,44.73333333333333,22.333333333333332
NCT00365547,46,25.0,21.0,0.0,26.0,20.0,60.5,21.0
NCT00365599,43,43.0,0.0,0.0,37.0,6.0,,
NCT00365716,2316,2316.0,0.0,,,,20.066666666666666,47.333333333333336
NCT00365768,98,52.0,46.0,,,,10.666666666666666,22.333333333333332
NCT00365794,20,0.0,20.0,,,,67.5,21.0
NCT00365846,29,10.0,19.0,0.0,29.0,0.0,41.0,21.0
NCT00365859,660,86.0,574.0,,,,9.6,33.5
NCT00365872,34,8.0,26.0,0.0,22.0,12.0,54.25,33.5
NCT00365976,116,76.0,40.0,0.0,116.0,0.0,43.1,22.333333333333332
NCT00365989,48,48.0,0.0,,,,45.0,21.0
NCT00366106,32,15.0,17.0,0.0,14.0,18.0,63.7,21.0
NCT00366249,2122,728.0,1394.0,,,,59.06,22.333333333333332
NCT00366275,64,29.0,35.0,0.0,64.0,0.0,50.0,21.0
NCT00366301,1000,562.0,438.0,,,,53.9,55.0
NCT00366340,1208,556.0,652.0,,,,2.5,22.333333333333332
NCT00366444,402,348.0,54.0,,,,45.0,22.333333333333332
NCT00366457,30,11.0,19.0,0.0,17.0,13.0,61.6,21.0
NCT00366535,112,112.0,0.0,0.0,108.0,4.0,43.86666666666667,22.333333333333332
NCT00366548,1000,488.0,512.0,,,,2.1,22.333333333333332
NCT00366626,166,58.0,108.0,0.0,166.0,0.0,28.0,22.333333333333332
NCT00366678,1226,666.0,560.0,,,,2.1,230.5
NCT00366899,1212,,,,,,2.9,22.333333333333332
NCT00367003,28,19.0,9.0,,,,44.9,21.0
NCT00367016,12,6.0,6.0,0.0,10.0,2.0,,
NCT00367055,168,54.0,114.0,,,,58.199999999999996,22.333333333333332
NCT00367133,1680,822.0,858.0,,,,63.0,33.5
NCT00367237,220,100.0,120.0,,,,41.199999999999996,22.333333333333332
NCT00367341,164,96.0,68.0,0.0,164.0,0.0,41.693333333333335,22.333333333333332
NCT00367380,36,18.0,18.0,0.0,36.0,0.0,27.0,33.5
NCT00367432,398,196.0,202.0,,,,33.68,21.0
NCT00367458,48,0.0,48.0,0.0,48.0,0.0,30.0,22.333333333333332
NCT00367484,458,336.0,122.0,0.0,458.0,0.0,36.0,21.0
NCT00367601,25,11.0,14.0,,,,,
NCT00367640,1138,490.0,648.0,,,,29.380000000000003,55.0
NCT00367679,35,22.0,13.0,,,,63.7,230.0
NCT00367744,142,24.0,118.0,0.0,142.0,0.0,49.01333333333333,22.333333333333332
NCT00367770,37,25.0,12.0,,,,39.8,21.0
NCT00367835,434,138.0,296.0,434.0,0.0,0.0,9.366666666666667,22.333333333333332
NCT00367991,88,26.0,62.0,0.0,70.0,18.0,55.666666666666664,22.333333333333332
NCT00368069,316,118.0,198.0,,,,33.17333333333334,22.333333333333332
NCT00368108,1502,518.0,984.0,,,,,
NCT00368251,112,64.0,48.0,4.0,108.0,0.0,34.6125,33.5
NCT00368277,1802,944.0,858.0,,,,72.10000000000001,230.33333333333334
NCT00368290,188,34.0,154.0,0.0,188.0,0.0,,
NCT00368316,5598,2688.0,2910.0,5598.0,0.0,0.0,,
NCT00368355,92,32.0,60.0,,,,7.0,22.333333333333332
NCT00368459,84,84.0,0.0,,,,76.0,22.333333333333332
NCT00368472,138,80.0,58.0,,,,40.7,21.0
NCT00368537,1062,398.0,664.0,,,,51.32,230.33333333333334
NCT00368550,268,52.0,216.0,0.0,266.0,2.0,47.5,22.333333333333332
NCT00368641,24,4.0,20.0,0.0,4.0,20.0,74.26666666666667,22.333333333333332
NCT00368745,212,152.0,60.0,,,,41.76666666666667,22.333333333333332
NCT00368836,950,558.0,392.0,,,,57.666666666666664,22.333333333333332
NCT00368849,20,14.0,6.0,0.0,20.0,0.0,46.2,21.0
NCT00368875,54,54.0,0.0,,,,54.0,21.0
NCT00368927,122,30.0,92.0,,,,59.333333333333336,22.333333333333332
NCT00368940,148,102.0,46.0,0.0,0.0,148.0,,
NCT00368966,1238,600.0,638.0,,,,2.1,230.5
NCT00368979,730,0.0,730.0,,,,67.43333333333334,22.333333333333332
NCT00368992,102,50.0,52.0,,,,64.0,21.0
NCT00369122,60,60.0,0.0,,,,45.5,21.0
NCT00369161,448,192.0,256.0,,,,45.76666666666667,22.333333333333332
NCT00369226,90,42.0,48.0,0.0,76.0,14.0,,
NCT00369265,22,18.0,4.0,0.0,20.0,2.0,36.86666666666667,22.333333333333332
NCT00369278,256,118.0,138.0,,,,51.4,22.333333333333332
NCT00369317,205,106.0,99.0,205.0,0.0,0.0,616.41,21.0
NCT00369343,762,762.0,0.0,,,,52.25333333333333,22.333333333333332
NCT00369382,232,34.0,198.0,,,,58.169999999999995,22.333333333333332
NCT00369486,258,94.0,164.0,,,,60.5,47.333333333333336
NCT00369512,15,2.0,13.0,0.0,5.0,10.0,68.0,21.0
NCT00369564,500,,,480.0,20.0,0.0,8.566666666666666,22.333333333333332
NCT00369577,258,48.0,210.0,0.0,258.0,0.0,41.2,33.5
NCT00369590,116,60.0,56.0,,,,54.0,22.333333333333332
NCT00369629,14,5.0,9.0,0.0,10.0,4.0,,
NCT00369655,21,,,,,,58.0,21.0
NCT00369668,60,34.0,26.0,0.0,24.0,36.0,64.875,33.5
NCT00369681,49,23.0,26.0,,,,33.0,21.0
NCT00369707,42,20.0,22.0,0.0,27.0,15.0,,
NCT00369746,1348,422.0,926.0,0.0,1348.0,0.0,38.36666666666667,22.333333333333332
NCT00369785,396,212.0,184.0,0.0,310.0,86.0,55.36666666666667,22.333333333333332
NCT00369824,2566,2566.0,0.0,,,,13.414285714285715,41.42857142857143
NCT00369915,34,24.0,10.0,0.0,34.0,0.0,31.96666666666667,22.333333333333332
NCT00369928,512,390.0,122.0,0.0,464.0,48.0,52.205,33.5
NCT00369941,1126,210.0,916.0,,,,37.333333333333336,22.333333333333332
NCT00369967,96,96.0,0.0,22.0,74.0,0.0,18.333333333333332,22.333333333333332
NCT00370032,88,88.0,0.0,,,,30.03,22.333333333333332
NCT00370071,39,26.0,13.0,,,,31.6,21.0
NCT00370149,652,336.0,316.0,652.0,0.0,0.0,,
NCT00370292,38,16.0,22.0,,,,69.23333333333333,22.333333333333332
NCT00370331,394,272.0,122.0,,,,48.46666666666667,22.333333333333332
NCT00370396,2224,1088.0,1136.0,,,,14.657499999999999,345.5
NCT00370552,246,246.0,0.0,,,,59.25,33.5
NCT00370682,240,136.0,104.0,,,,21.6,33.5
NCT00370695,15,9.0,6.0,0.0,10.0,5.0,,
NCT00370838,20,6.0,14.0,16.0,4.0,0.0,15.133333333333333,22.333333333333332
NCT00370994,240,140.0,100.0,0.0,184.0,56.0,52.0,22.333333333333332
NCT00371137,1096,1000.0,96.0,,,,47.0,33.5
NCT00371150,92,22.0,70.0,,,,42.333333333333336,22.333333333333332
NCT00371176,52,0.0,52.0,0.0,52.0,0.0,32.193333333333335,22.333333333333332
NCT00371254,88,88.0,0.0,,,,53.96666666666667,22.333333333333332
NCT00371267,196,8.0,188.0,,,,67.5,22.333333333333332
NCT00371293,362,154.0,208.0,,,,49.025,33.5
NCT00371345,140,140.0,0.0,,,,53.36666666666667,22.333333333333332
NCT00371397,52,52.0,0.0,0.0,52.0,0.0,41.32,21.0
NCT00371436,362,10.0,352.0,,,,57.5,22.333333333333332
NCT00371449,120,0.0,120.0,,,,68.4,21.0
NCT00371462,138,20.0,118.0,,,,57.70000000000001,22.333333333333332
NCT00371540,416,304.0,112.0,0.0,416.0,0.0,,
NCT00371566,214,40.0,174.0,,,,57.0,22.333333333333332
NCT00371644,172,146.0,26.0,0.0,170.0,2.0,46.36666666666667,22.333333333333332
NCT00371683,6390,3966.0,2424.0,,,,65.8,22.333333333333332
NCT00371761,50,10.0,40.0,,,,36.7,22.333333333333332
NCT00371787,76,52.0,24.0,0.0,76.0,0.0,32.416666666666664,22.333333333333332
NCT00371826,252,72.0,180.0,,,,46.0,33.5
NCT00371839,104,6.0,98.0,,,,62.349999999999994,33.5
NCT00371865,228,116.0,112.0,,,,54.9,22.333333333333332
NCT00372060,268,94.0,174.0,,,,58.4,22.333333333333332
NCT00372112,136,48.0,88.0,,,,63.48,55.0
NCT00372190,380,380.0,0.0,,,,64.0,22.333333333333332
NCT00372229,598,200.0,398.0,,,,52.71666666666667,22.333333333333332
NCT00372255,448,254.0,194.0,,,,9.366666666666667,22.333333333333332
NCT00372385,646,262.0,384.0,2.0,640.0,4.0,44.279999999999994,55.0
NCT00372411,254,10.0,244.0,,,,64.5,33.5
NCT00372424,25,25.0,0.0,,,,57.0,21.0
NCT00372489,81,37.0,44.0,0.0,51.0,30.0,59.8,21.0
NCT00372528,21,12.0,9.0,,,,44.0,21.0
NCT00372567,138,54.0,84.0,,,,,
NCT00372593,2140,1082.0,1058.0,2066.0,74.0,0.0,3608.75,33.5
NCT00372619,148,70.0,78.0,124.0,24.0,0.0,13.23625,37.0
NCT00372697,56,28.0,28.0,,,,51.53333333333333,22.333333333333332
NCT00372775,64,25.0,39.0,,,,,
NCT00372905,18,9.0,9.0,0.0,13.0,5.0,,
NCT00372957,60,10.0,50.0,,,,,
NCT00372970,64,52.0,12.0,0.0,64.0,0.0,41.03333333333333,22.333333333333332
NCT00372996,438,438.0,0.0,,,,61.93333333333334,22.333333333333332
NCT00373217,12,12.0,0.0,0.0,10.0,2.0,55.166666666666664,22.333333333333332
NCT00373256,976,974.0,2.0,,,,,
NCT00373269,42,24.0,18.0,0.0,26.0,16.0,64.2,22.333333333333332
NCT00373295,10,1.0,9.0,0.0,10.0,0.0,,
NCT00373334,276,240.0,36.0,276.0,0.0,0.0,,
NCT00373360,10,8.0,2.0,0.0,8.0,2.0,,
NCT00373386,9,1.0,8.0,,,,11.9,21.0
NCT00373399,36,16.0,20.0,0.0,36.0,0.0,25.4,21.0
NCT00373425,2500,1008.0,1492.0,,,,62.5875,37.75
NCT00373490,32,8.0,24.0,,,,57.03333333333333,22.333333333333332
NCT00373529,112,60.0,52.0,,,,71.2,21.0
NCT00373698,390,34.0,356.0,,,,,
NCT00373880,8,0.0,8.0,0.0,8.0,0.0,41.8,21.0
NCT00373958,1332,608.0,724.0,,,,2.1,22.333333333333332
NCT00374088,42,16.0,26.0,,,,0.02,22.333333333333332
NCT00374127,24,12.0,12.0,0.0,24.0,0.0,25.5,21.0
NCT00374140,40,26.0,14.0,,,,,
NCT00374231,40,9.0,31.0,0.0,40.0,0.0,51.0,21.0
NCT00374244,56,16.0,40.0,,,,42.93333333333334,22.333333333333332
NCT00374322,6294,6294.0,0.0,,,,52.0,22.333333333333332
NCT00374335,261,192.0,69.0,261.0,0.0,0.0,0.3,21.0
NCT00374543,6,0.0,6.0,,,,,
NCT00374556,58,38.0,20.0,,,,53.776666666666664,22.333333333333332
NCT00374595,338,147.0,191.0,,,,52.3,21.0
NCT00374803,90,42.0,48.0,0.0,90.0,0.0,52.0,22.333333333333332
NCT00374842,600,364.0,236.0,,,,36.675,33.5
NCT00374868,38,7.0,31.0,,,,67.1,21.0
NCT00374907,72,44.0,28.0,,,,56.166666666666664,22.333333333333332
NCT00375167,66,22.0,44.0,,,,44.629999999999995,22.333333333333332
NCT00375219,206,64.0,142.0,,,,56.25,33.5
NCT00375427,850,850.0,0.0,,,,60.1,22.333333333333332
NCT00375492,388,242.0,146.0,0.0,320.0,68.0,54.803333333333335,22.333333333333332
NCT00375505,140,140.0,0.0,,,,43.0,22.333333333333332
NCT00375518,324,138.0,186.0,0.0,166.0,158.0,,
NCT00375609,428,258.0,170.0,,,,63.475,33.5
NCT00375674,1230,,,,,,57.53333333333333,22.333333333333332
NCT00375713,680,466.0,214.0,,,,30.14,22.333333333333332
NCT00375752,336,336.0,0.0,,,,70.89999999999999,22.333333333333332
NCT00375830,228,86.0,142.0,0.0,126.0,102.0,62.45,33.5
NCT00375934,400,344.0,56.0,,,,40.333333333333336,22.333333333333332
NCT00375973,120,104.0,16.0,0.0,120.0,0.0,43.63333333333333,22.333333333333332
NCT00375999,34,10.0,24.0,,,,53.0,21.0
NCT00376168,64,32.0,32.0,0.0,62.0,2.0,36.166666666666664,22.333333333333332
NCT00376220,188,110.0,78.0,0.0,188.0,0.0,43.0,22.333333333333332
NCT00376246,22,13.0,9.0,,,,34.7,21.0
NCT00376259,86,16.0,70.0,,,,37.9,22.333333333333332
NCT00376363,552,266.0,286.0,,,,63.800000000000004,22.333333333333332
NCT00376506,20,12.0,8.0,0.0,6.0,14.0,65.40333333333332,22.333333333333332
NCT00376532,102,18.0,84.0,0.0,42.0,60.0,,
NCT00376558,100,12.0,88.0,0.0,100.0,0.0,37.333333333333336,22.333333333333332
NCT00376597,1108,1108.0,0.0,,,,57.699999999999996,22.333333333333332
NCT00376623,190,56.0,134.0,,,,61.825,33.5
NCT00376675,278,168.0,110.0,,,,59.9,22.333333333333332
NCT00376688,31,31.0,0.0,,,,58.0,21.0
NCT00376805,6,6.0,0.0,0.0,6.0,0.0,41.1,21.0
NCT00376935,198,18.0,180.0,,,,48.0,55.0
NCT00376948,20,8.0,12.0,,,,58.5,34.0
NCT00376961,65,13.0,52.0,,,,61.0,21.0
NCT00377156,426,208.0,218.0,,,,60.6,22.333333333333332
NCT00377234,702,702.0,0.0,,,,64.3,22.333333333333332
NCT00377260,582,272.0,310.0,,,,,
NCT00377299,120,56.0,64.0,,,,37.6,22.333333333333332
NCT00377312,22,10.0,12.0,0.0,22.0,0.0,,
NCT00377364,60,44.0,16.0,,,,43.166666666666664,22.333333333333332
NCT00377403,332,212.0,120.0,,,,31.666666666666668,22.333333333333332
NCT00377429,47,47.0,0.0,0.0,40.0,7.0,56.6,21.0
NCT00377455,5,5.0,0.0,0.0,5.0,0.0,,
NCT00377520,26,26.0,0.0,,,,,
NCT00377572,838,354.0,484.0,,,,10.833333333333334,22.333333333333332
NCT00377611,6108,3386.0,2722.0,,,,64.60666666666667,22.333333333333332
NCT00377676,6140,2662.0,3478.0,0.0,4308.0,1832.0,59.800000000000004,22.333333333333332
NCT00377741,62,30.0,32.0,,,,40.6,22.333333333333332
NCT00377819,1008,1008.0,0.0,,,,67.56666666666666,22.333333333333332
NCT00377832,26,26.0,0.0,0.0,26.0,0.0,26.266666666666666,22.333333333333332
NCT00377858,958,502.0,456.0,,,,58.92333333333334,22.333333333333332
NCT00377962,564,154.0,410.0,,,,57.800000000000004,22.333333333333332
NCT00378014,388,144.0,244.0,,,,52.6,22.333333333333332
NCT00378079,422,0.0,422.0,0.0,422.0,0.0,40.3,33.5
NCT00378105,132,60.0,72.0,,,,58.0,22.333333333333332
NCT00378209,64,22.0,42.0,,,,65.0,21.0
NCT00378326,26,25.0,1.0,,,,59.5,21.0
NCT00378352,444,88.0,356.0,,,,56.13333333333333,22.333333333333332
NCT00378378,254,108.0,146.0,,,,12.35,33.5
NCT00378482,37,11.0,26.0,0.0,24.0,13.0,,
NCT00378534,232,122.0,110.0,16.0,206.0,10.0,,
NCT00378560,2042,2042.0,0.0,,,,22.8,22.333333333333332
NCT00378573,17,11.0,6.0,0.0,10.0,7.0,64.1,21.0
NCT00378599,125,19.0,106.0,,,,54.2,21.0
NCT00378703,662,180.0,482.0,0.0,426.0,236.0,,
NCT00378898,44,,,,,,50.666666666666664,22.333333333333332
NCT00379080,112,26.0,86.0,,,,56.75,33.5
NCT00379145,20,20.0,0.0,,,,,
NCT00379197,8,,,0.0,4.0,4.0,,
NCT00379210,120,64.0,56.0,0.0,120.0,0.0,45.666666666666664,22.333333333333332
NCT00379236,1176,742.0,434.0,,,,61.63333333333333,22.333333333333332
NCT00379288,808,512.0,296.0,,,,35.4,55.0
NCT00379340,760,410.0,350.0,,,,57.40166666666667,47.333333333333336
NCT00379353,62,24.0,38.0,0.0,46.0,16.0,61.666666666666664,22.333333333333332
NCT00379574,49,25.0,24.0,0.0,42.0,7.0,52.0,21.0
NCT00379587,65,26.0,39.0,0.0,54.0,11.0,54.0,230.0
NCT00379639,72,50.0,22.0,,,,57.916666666666664,47.333333333333336
NCT00379769,8894,4306.0,4588.0,,,,58.42,55.0
NCT00379795,1706,998.0,708.0,,,,,
NCT00379808,22,13.0,9.0,0.0,22.0,0.0,50.8,21.0
NCT00379821,1280,604.0,676.0,1120.0,0.0,0.0,2.72,278.0
NCT00379834,10,7.0,3.0,0.0,4.0,6.0,58.0,21.0
NCT00379899,720,306.0,414.0,,,,61.5,22.333333333333332
NCT00379912,30,4.0,26.0,,,,68.5,22.333333333333332
NCT00380029,20,5.0,15.0,,,,67.1,21.0
NCT00380068,224,156.0,68.0,,,,55.0,21.0
NCT00380081,164,116.0,48.0,0.0,164.0,0.0,45.885714285714286,41.42857142857143
NCT00380250,1166,1070.0,96.0,,,,47.333333333333336,22.333333333333332
NCT00380367,110,110.0,0.0,,,,11.54,21.0
NCT00380393,1788,902.0,886.0,,,,11.4,670.5
NCT00380588,166,88.0,78.0,,,,65.36666666666667,22.333333333333332
NCT00380692,194,28.0,166.0,,,,9.933333333333334,22.333333333333332
NCT00380718,33,13.0,20.0,,,,58.0,21.0
NCT00380744,242,186.0,56.0,,,,52.9,37.0
NCT00380757,84,58.0,26.0,,,,66.0,22.333333333333332
NCT00380861,277,,,,,,61.4,230.5
NCT00380874,122,38.0,84.0,,,,57.53333333333333,22.333333333333332
NCT00380978,1636,1636.0,0.0,0.0,1636.0,0.0,31.0,22.333333333333332
NCT00381004,60,16.0,44.0,,,,55.0,21.0
NCT00381043,200,76.0,124.0,,,,47.13333333333333,22.333333333333332
NCT00381095,304,154.0,150.0,0.0,208.0,96.0,,
NCT00381238,33,15.0,18.0,,,,71.9,21.0
NCT00381303,858,574.0,284.0,,,,43.666666666666664,22.333333333333332
NCT00381381,199,136.0,63.0,,,,74.6,21.0
NCT00381485,1456,818.0,638.0,126.0,1156.0,174.0,,
NCT00381550,35,18.0,17.0,0.0,17.0,18.0,65.0,21.0
NCT00381563,160,126.0,34.0,0.0,106.0,54.0,60.53333333333333,22.333333333333332
NCT00381615,294,124.0,170.0,,,,60.279999999999994,55.0
NCT00381628,118,46.0,72.0,8.0,108.0,2.0,,
NCT00381641,126,52.0,74.0,,,,55.26666666666667,22.333333333333332
NCT00381680,550,242.0,308.0,,,,18.21666666666667,22.333333333333332
NCT00381693,10,2.0,8.0,,,,72.0,21.0
NCT00381706,470,64.0,406.0,,,,60.15714285714286,41.42857142857143
NCT00381797,194,98.0,96.0,182.0,12.0,0.0,10.505,47.333333333333336
NCT00381810,31,28.0,3.0,,,,44.0,21.0
NCT00381849,40,20.0,20.0,0.0,34.0,6.0,,
NCT00381862,54,24.0,30.0,0.0,42.0,12.0,55.0,21.0
NCT00381888,44,44.0,0.0,0.0,36.0,8.0,55.7,21.0
NCT00381940,26,12.0,14.0,23.0,3.0,0.0,15.9,21.0
NCT00381966,5,0.0,5.0,0.0,3.0,2.0,,
NCT00382018,1128,1128.0,0.0,,,,,
NCT00382031,572,68.0,504.0,0.0,476.0,96.0,57.0,22.333333333333332
NCT00382070,7932,7932.0,0.0,,,,63.0,22.333333333333332
NCT00382109,292,118.0,174.0,,,,9.333333333333334,22.333333333333332
NCT00382148,22,8.0,14.0,,,,23.96666666666667,22.333333333333332
NCT00382174,144,32.0,112.0,0.0,110.0,34.0,,
NCT00382200,108,30.0,78.0,,,,67.2,55.0
NCT00382252,89,41.0,46.0,,,,65.0,89.0
NCT00382265,1024,278.0,746.0,,,,40.56666666666666,22.333333333333332
NCT00382291,112,44.0,68.0,112.0,0.0,0.0,,
NCT00382408,8080,2976.0,5104.0,,,,21.2,22.333333333333332
NCT00382590,20,8.0,12.0,,,,75.66666666666667,22.333333333333332
NCT00382720,508,156.0,352.0,,,,58.7,33.5
NCT00382733,26,20.0,6.0,,,,65.6,21.0
NCT00382785,102,102.0,0.0,0.0,96.0,6.0,52.24666666666667,22.333333333333332
NCT00382824,122,48.0,74.0,,,,,
NCT00382863,420,126.0,294.0,,,,54.800000000000004,22.333333333333332
NCT00382928,384,12.0,372.0,0.0,384.0,0.0,61.86666666666667,22.333333333333332
NCT00382967,516,238.0,278.0,0.0,202.0,314.0,66.2,22.333333333333332
NCT00382993,139,129.0,10.0,,,,40.1,21.0
NCT00383019,578,288.0,290.0,0.0,310.0,268.0,,
NCT00383071,252,120.0,132.0,,,,,
NCT00383084,168,162.0,6.0,0.0,168.0,0.0,47.699999999999996,22.333333333333332
NCT00383110,600,,,,,,65.94,22.333333333333332
NCT00383123,6650,3248.0,3402.0,,,,6.633333333333333,22.333333333333332
NCT00383149,54,19.0,35.0,,,,63.0,21.0
NCT00383162,144,122.0,22.0,,,,41.1,21.0
NCT00383188,604,512.0,92.0,0.0,518.0,86.0,,
NCT00383240,1562,920.0,642.0,126.0,1354.0,82.0,42.379999999999995,55.0
NCT00383266,9,2.0,7.0,,,,62.0,21.0
NCT00383292,260,90.0,170.0,,,,60.1625,33.5
NCT00383331,38,16.0,22.0,,,,66.5,22.333333333333332
NCT00383435,2110,474.0,1636.0,,,,59.76666666666667,47.333333333333336
NCT00383448,38,8.0,30.0,32.0,6.0,0.0,,
NCT00383500,150,150.0,0.0,0.0,130.0,20.0,,
