Accuracy_0.5,Precision_0.5,Recall_0.5,F1_0.5,ROC_AUC,Best_threshold,Accuracy_opt,Precision_opt,Recall_opt,F1_opt
0.804,0.95,0.813,0.876,0.856,0.426,0.849,0.944,0.875,0.908
